,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
17,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,기술성장기업부,398500,1,4500,1.14,398000,403500,387000,513887,202280563000,21247552958000,53318828,KSQ
18,032830,KR7032830002,삼성생명,KOSPI,,103600,1,7000,7.25,97500,103700,96800,528185,53338712300,20720000000000,200000000,STK
19,005490,KR7005490008,POSCO홀딩스,KOSPI,,250000,1,3000,1.21,247000,252000,246000,267410,66776686500,20656094250000,82624377,STK
20,000810,KR7000810002,삼성화재,KOSPI,,425000,1,33000,8.42,392000,427500,389500,212143,88485072000,20134305725000,47374837,STK
21,096770,KR7096770003,SK이노베이션,KOSPI,,128500,1,6500,5.33,121800,128500,120700,330097,41662737600,19407968716000,151034776,STK
22,034020,KR7034020008,두산에너빌리티,KOSPI,,28200,1,600,2.17,26900,28700,26150,29103970,807868175750,18063824317200,640561146,STK
23,035720,KR7035720002,카카오,KOSPI,,39050,1,300,0.77,39100,39350,38800,3110244,121481424500,17325513553150,443675123,STK
24,086790,KR7086790003,하나금융지주,KOSPI,,60300,2,-500,-0.82,61000,61000,60000,623969,37587569300,17320625064000,287240880,STK
25,010130,KR7010130003,고려아연,KOSPI,,813000,1,17000,2.14,806000,836000,795000,33376,27208309000,16831769079000,20703283,STK
26,051910,KR7051910008,LG화학,KOSPI,,237500,1,10000,4.4,227500,241500,227500,342197,81437314000,16765681462500,70592343,STK
27,009540,KR7009540006,HD한국조선해양,KOSPI,,225500,3,0,0.0,229000,229500,222500,170032,38308361000,15959337658000,70773116,STK
28,011200,KR7011200003,HMM,KOSPI,,18100,2,-220,-1.2,18370,18370,18060,1140380,20675423170,15946814877600,881039496,STK
29,259960,KR7259960003,크래프톤,KOSPI,,322500,1,10500,3.37,316000,323500,315000,226644,72518135000,15450224865000,47907674,STK
30,006400,KR7006400006,삼성SDI,KOSPI,,219500,1,6000,2.81,215500,222000,213000,349664,76577084000,15093814335000,68764530,STK
31,015760,KR7015760002,한국전력,KOSPI,,21200,1,100,0.47,21050,21300,21000,939397,19912871950,13609638432400,641964077,STK
32,033780,KR7033780008,KT&G,KOSPI,,107400,1,900,0.85,107000,107400,105600,152481,16223684400,13463932177800,125362497,STK
33,267260,KR7267260008,HD현대일렉트릭,KOSPI,,372500,2,-13500,-3.5,385000,385000,365500,486164,179786440000,13427557787500,36047135,STK
34,402340,KR7402340004,SK스퀘어,KOSPI,,99900,2,-100,-0.1,100300,103700,98400,250663,25305753700,13341450794400,133548056,STK
35,066570,KR7066570003,LG전자,KOSPI,,79400,2,-100,-0.13,79500,80000,79200,537882,42800624800,12993636431600,163647814,STK
36,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,130600,1,2600,2.03,128500,133700,127000,931299,121939705800,12772855526400,97801344,KSQ
37,316140,KR7316140003,우리금융지주,KOSPI,,17130,1,80,0.47,17140,17160,17000,1476032,25217333800,12720592412130,742591501,STK
38,024110,KR7024110009,기업은행,KOSPI,,15470,1,120,0.78,15390,15480,15380,728785,11247311010,12336178193430,797425869,STK
39,017670,KR7017670001,SK텔레콤,KOSPI,,56400,1,100,0.18,56300,56700,55900,368676,20738765500,12114158989200,214790053,STK
40,030200,KR7030200000,KT,KOSPI,,46800,2,-150,-0.32,46950,47700,46600,614945,29305286550,11794614858000,252021685,STK
41,323410,KR7323410001,카카오뱅크,KOSPI,,24100,1,550,2.34,23750,24150,23500,737434,17605922700,11495124901700,476976137,STK
42,028300,KR7028300002,HLB,KOSDAQ,중견기업부,85400,1,4100,5.04,82300,86400,81000,2172078,182885818900,11220486778200,131387433,KSQ
43,010140,KR7010140002,삼성중공업,KOSPI,,12710,3,0,0.0,12720,12920,12620,7149261,91291170180,11184800000000,880000000,STK
44,009150,KR7009150004,삼성전기,KOSPI,,147400,2,-800,-0.54,149700,149800,145400,271014,39792203900,11009850790400,74693696,STK
45,003550,KR7003550001,LG,KOSPI,,69700,2,-200,-0.29,69900,70100,69100,183004,12744674900,10963879212100,157300993,STK
46,034730,KR7034730002,SK,KOSPI,,149200,1,1600,1.08,148600,150000,146900,56655,8428023700,10817403287600,72502703,STK
47,003670,KR7003670007,포스코퓨처엠,KOSPI,,134300,1,2000,1.51,132600,138000,131500,376495,50781621600,10403310446000,77463220,STK
48,018260,KR7018260000,삼성에스디에스,KOSPI,,130900,1,1900,1.47,130000,131600,129500,130560,17077861700,10128754020000,77377800,STK
49,326030,KR7326030004,SK바이오팜,KOSPI,,127800,1,2200,1.75,125900,128000,123700,321919,40601250700,10008433350000,78313250,STK
50,352820,KR7352820005,하이브,KOSPI,,240000,2,-8000,-3.23,248000,248000,238000,208208,50056302000,9996503280000,41652097,STK
51,000100,KR7000100008,유한양행,KOSPI,,124600,2,-500,-0.4,125800,126500,124500,623181,78024840300,9994049374400,80209064,STK
52,042700,KR7042700005,한미반도체,KOSPI,,100900,1,400,0.4,101400,104100,100700,766832,78363583600,9748378733100,96614259,STK
53,086280,KR7086280005,현대글로비스,KOSPI,,126100,2,-4500,-3.45,130100,130200,124800,213876,26988495700,9457500000000,75000000,STK
54,064350,KR7064350002,현대로템,KOSPI,,83800,1,900,1.09,82900,85900,81700,1923119,161803133300,9146124153400,109142293,STK
55,003490,KR7003490000,대한항공,KOSPI,,23850,1,600,2.58,23350,23850,23300,1106002,26156009700,8782062764850,368220661,STK
56,086520,KR7086520004,에코프로,KOSDAQ,우량기업부,62300,1,1600,2.64,60900,63600,60300,1200030,74738259900,8294518582000,133138340,KSQ
57,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,399000,2,-3000,-0.75,409000,409000,382000,924638,364576062500,7740543342000,19399858,KSQ
58,047050,KR7047050000,포스코인터내셔널,KOSPI,,42100,1,900,2.18,41800,42700,41650,426446,18032300750,7406349374800,175922788,STK
59,005830,KR7005830005,DB손해보험,KOSPI,,102900,1,800,0.78,102100,103300,100800,80681,8270795800,7285320000000,70800000,STK
60,010120,KR7010120004,LS ELECTRIC,KOSPI,,239000,2,-2500,-1.04,245000,254500,233500,748613,181496873500,7170000000000,30000000,STK
61,443060,KR7443060009,HD현대마린솔루션,KOSPI,,158900,1,600,0.38,157800,161300,156100,92454,14683901900,7123361469000,44829210,STK
62,090430,KR7090430000,아모레퍼시픽,KOSPI,,118400,2,-700,-0.59,120000,120200,118000,152355,18074417800,6925542665600,58492759,STK
63,010950,KR7010950004,S-Oil,KOSPI,,60900,1,1400,2.35,60100,61500,59500,144106,8707258300,6856292032800,112582792,STK
64,003230,KR7003230000,삼양식품,KOSPI,,886000,1,14000,1.61,880000,920000,876000,101265,90722263000,6674251290000,7533015,STK
65,272210,KR7272210006,한화시스템,KOSPI,,34350,1,100,0.29,33750,36050,33500,10450568,365975830450,6489381012150,188919389,STK
66,021240,KR7021240007,코웨이,KOSPI,,85500,1,3700,4.52,82500,86000,82400,174812,14843663600,6204200197500,72563745,STK
67,079550,KR7079550000,LIG넥스원,KOSPI,,280500,2,-3500,-1.23,285000,291500,271500,439326,124043360000,6171000000000,22000000,STK
68,267250,KR7267250009,HD현대,KOSPI,,77300,2,-600,-0.77,78500,78600,76800,166255,12837472900,6106165470500,78993085,STK
69,011790,KR7011790003,SKC,KOSPI,,154200,2,-1900,-1.22,157600,158600,154000,453030,70452947500,5839291551600,37868298,STK
70,450080,KR7450080007,에코프로머티,KOSPI,,83500,1,9200,12.38,75700,88800,75400,3220422,270706660800,5823170428000,69738568,STK
71,005387,KR7005382007,현대차2우B,KOSPI,,161700,2,-2300,-1.4,163100,163200,160000,113853,18337434000,5782293524700,35759391,STK
72,180640,KR7180640005,한진칼,KOSPI,,84300,2,-500,-0.59,86500,86500,83300,21649,1831850200,5628060119700,66762279,STK
73,088980,KR7088980008,맥쿼리인프라,KOSPI,,11270,1,120,1.08,11150,11280,11100,827045,9284427470,5397450861110,478921993,STK
74,000150,KR7000150003,두산,KOSPI,,321000,2,-13500,-4.04,330500,334000,313000,159359,51306603000,5304151035000,16523835,STK
75,047810,KR7047810007,한국항공우주,KOSPI,,54300,2,-500,-0.91,54900,54900,53700,1208768,65370223900,5292898310100,97475107,STK
76,064400,KR7064400005,LG씨엔에스,KOSPI,,53200,2,-1300,-2.39,54600,54600,53100,957030,51131481700,5154332433600,96885948,STK
77,006800,KR7006800007,미래에셋증권,KOSPI,,8620,1,160,1.89,8470,8690,8430,660092,5664032370,5045427436960,585316408,STK
78,029780,KR7029780004,삼성카드,KOSPI,,43200,1,750,1.77,42750,43300,42500,69616,2996054650,5005104091200,115858891,STK
79,241560,KR7241560002,두산밥캣,KOSPI,,49500,2,-500,-1.0,49050,51100,48550,457088,22828016850,4962333717000,100249166,STK
80,005940,KR7005940002,NH투자증권,KOSPI,,15140,1,400,2.71,14870,15250,14800,598585,9029160230,4958233406860,327492299,STK
81,051900,KR7051900009,LG생활건강,KOSPI,,315000,1,6000,1.94,310500,316500,309500,29091,9147474000,4919732055000,15618197,STK
82,034220,KR7034220004,LG디스플레이,KOSPI,,9520,2,-10,-0.1,9570,9660,9490,727186,6947655380,4760000000000,500000000,STK
83,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,38200,1,400,1.06,38000,38200,37700,183036,6950200300,4732027635800,123875069,STK
84,032640,KR7032640005,LG유플러스,KOSPI,,10740,1,50,0.47,10720,10810,10670,519649,5582400320,4689206017140,436611361,STK
85,071050,KR7071050009,한국금융지주,KOSPI,,81000,1,900,1.12,80700,81500,79700,138941,11229790100,4513805352000,55725992,STK
86,298040,KR7298040007,효성중공업,KOSPI,,484000,2,-4000,-0.82,488000,499000,466000,106457,50622011500,4513081232000,9324548,STK
87,454910,KR7454910001,두산로보틱스,KOSPI,,69200,3,0,0.0,70000,70100,68200,286765,19789305100,4485542616000,64819980,STK
88,010620,KR7010620003,HD현대미포,KOSPI,,110800,1,1200,1.09,109400,112400,108700,371081,41070726800,4425590109200,39942149,STK
89,016360,KR7016360000,삼성증권,KOSPI,,49150,1,900,1.87,48350,49200,47900,365211,17845841450,4389095000000,89300000,STK
90,377300,KR7377300009,카카오페이,KOSPI,,32250,1,1850,6.09,30400,32350,30050,433008,13749129100,4342361364000,134646864,STK
91,271560,KR7271560005,오리온,KOSPI,,108600,2,-1200,-1.09,110100,110100,107900,87587,9509573100,4293623935200,39536132,STK
92,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,117000,2,-1300,-1.1,119500,121100,114800,611891,71345943700,4283409546000,36610338,KSQ
93,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,181100,1,5900,3.37,172900,184300,171300,435203,78247967300,4248148179200,23457472,KSQ
94,462870,KR7462870007,시프트업,KOSPI,,68800,1,4100,6.34,66400,70200,66000,613456,42333523800,4013428736000,58334720,STK
95,251270,KR7251270005,넷마블,KOSPI,,45550,2,-700,-1.51,46450,46450,45450,84004,3838858150,3915182016100,85953502,STK
96,006260,KR7006260004,LS,KOSPI,,121100,1,1600,1.34,121000,121400,118600,193403,23223539100,3899420000000,32200000,STK
97,011070,KR7011070000,LG이노텍,KOSPI,,164100,1,500,0.31,165200,168400,163800,124661,20599176600,3883772258700,23667107,STK
98,307950,KR7307950006,현대오토에버,KOSPI,,138900,2,-1600,-1.14,140000,140500,138400,67053,9312436900,3809191099800,27423982,STK
99,000720,KR7000720003,현대건설,KOSPI,,34200,2,-400,-1.16,34900,35100,33950,933635,32200783700,3808367163000,111355765,STK
100,302440,KR7302440003,SK바이오사이언스,KOSPI,,48250,3,0,0.0,48200,48350,47350,103960,4976474200,3780256887250,78347293,STK
101,078930,KR7078930005,GS,KOSPI,,40550,1,650,1.63,40200,40800,39900,211420,8565326500,3767718577900,92915378,STK
102,036570,KR7036570000,엔씨소프트,KOSPI,,170800,2,-2100,-1.21,173200,173300,169700,65870,11246588600,3749746957600,21954022,STK
103,009830,KR7009830001,한화솔루션,KOSPI,,21700,2,-300,-1.36,21750,22000,21200,1764868,38222832400,3730068031200,171892536,STK
104,005385,KR7005381009,현대차우,KOSPI,,156200,2,-2800,-1.76,158100,158300,155600,75516,11822852300,3728804525600,23871988,STK
105,214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,56800,1,5200,10.08,52400,56800,52200,700454,38627624000,3720721431200,65505659,KSQ
106,138930,KR7138930003,BNK금융지주,KOSPI,,11600,1,320,2.84,11400,11610,11220,766135,8829123290,3717066033200,320436727,STK
107,097950,KR7097950000,CJ제일제당,KOSPI,,246000,2,-1500,-0.61,247000,247000,243000,62745,15366530500,3703329756000,15054186,STK
108,028050,KR7028050003,삼성E&A,KOSPI,,18730,1,190,1.02,18560,19020,18440,1284542,24073487830,3671080000000,196000000,STK
109,145020,KR7145020004,휴젤,KOSDAQ GLOBAL,우량기업부,287000,2,-1000,-0.35,292500,292500,280000,72413,20702812000,3617357471000,12604033,KSQ
110,175330,KR7175330000,JB금융지주,KOSPI,,18220,1,170,0.94,18080,18220,17850,186437,3364229840,3533003249840,193907972,STK
111,035250,KR7035250000,강원랜드,KOSPI,,16200,1,70,0.43,16200,16230,16120,238098,3850178940,3465836100000,213940500,STK
112,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,227000,1,2000,0.89,225000,230500,222000,69936,15907426000,3460017990000,15242370,KSQ
113,128940,KR7128940004,한미약품,KOSPI,,261000,1,500,0.19,260500,263000,259000,31454,8199433500,3343668651000,12810991,STK
114,000880,KR7000880005,한화,KOSPI,,44250,1,1550,3.63,42450,44300,42400,392967,17124161000,3316924023750,74958735,STK
115,011780,KR7011780004,금호석유,KOSPI,,120900,1,6700,5.87,115200,122900,115100,159557,19308240700,3304751568300,27334587,STK
116,004020,KR7004020004,현대제철,KOSPI,,24550,1,350,1.45,24200,24650,24000,458128,11175562000,3276094021750,133445785,STK
117,950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),38900,1,2850,7.91,36200,39200,36150,647916,24759278500,3167574290500,81428645,KSQ
118,036460,KR7036460004,한국가스공사,KOSPI,,33200,1,1600,5.06,31700,33250,31700,732579,23917473800,3064791600000,92313000,STK
119,214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,287000,1,500,0.17,280000,290500,279000,54057,15451961500,3016255200000,10509600,KSQ
120,066970,KR7066970005,엘앤에프,KOSPI,,82800,1,2300,2.86,80800,84400,79700,347243,28565434500,3005406007200,36297174,STK
121,039490,KR7039490008,키움증권,KOSPI,,117700,2,-1300,-1.09,119400,120300,116600,111731,13139317500,3004493296200,25526706,STK
122,018880,KR7018880005,한온시스템,KOSPI,,4420,1,60,1.38,4360,4430,4310,1211639,5330012810,3000130479840,678762552,STK
123,022100,KR7022100002,포스코DX,KOSPI,,19710,1,230,1.18,19480,20050,19390,708687,13982618420,2996604508590,152034729,STK
124,001040,KR7001040005,CJ,KOSPI,,98600,1,1400,1.44,97300,99100,96300,46033,4493678400,2876852002800,29176998,STK
125,035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,79000,2,-2000,-2.47,80900,80900,78600,565591,44757599100,2807066868000,35532492,KSQ
126,383220,KR7383220001,F&F,KOSPI,,73100,1,2200,3.1,71000,73800,70800,125541,9179621900,2800247182500,38307075,STK
127,011170,KR7011170008,롯데케미칼,KOSPI,,63400,1,4400,7.46,60000,66500,59000,538431,34617835800,2711961564600,42775419,STK
128,052690,KR7052690005,한전기술,KOSPI,,69400,2,-2600,-3.61,70100,70500,66700,460865,31794303800,2652468000000,38220000,STK
129,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,중견기업부,31750,1,550,1.76,31550,32100,31300,544747,17339414950,2651079534000,83498568,KSQ
130,007660,KR7007660004,이수페타시스,KOSPI,,41700,1,100,0.24,41800,42400,40900,1517660,63347734050,2637375672300,63246419,STK
131,489790,KR7489790006,한화비전,KOSPI,,51900,1,3600,7.45,48300,54000,47450,7372010,375959613700,2620347441000,50488390,STK
132,002380,KR7002380004,KCC,KOSPI,,286000,1,9000,3.25,283000,286000,278500,39244,11081854500,2541530706000,8886471,STK
133,026960,KR7026960005,동서,KOSPI,,25350,1,1400,5.85,24200,25400,23950,181244,4530011750,2527395000000,99700000,STK
134,001440,KR7001440007,대한전선,KOSPI,,13160,1,240,1.86,13000,13250,12810,1714084,22350061500,2453646468000,186447300,STK
135,088350,KR7088350004,한화생명,KOSPI,,2775,1,125,4.72,2670,2810,2650,3007753,8324002880,2410170750000,868530000,STK
136,081660,KR7081660003,휠라홀딩스,KOSPI,,38700,1,450,1.18,38550,38750,37900,73091,2805343650,2325708969300,60095839,STK
137,012510,KR7012510004,더존비즈온,KOSPI,,76500,2,-4900,-6.02,82200,83900,76200,482158,38104417100,2324282976000,30382784,STK
138,004990,KR7004990008,롯데지주,KOSPI,,22000,1,400,1.85,21650,22000,21500,82923,1814418150,2308003214000,104909237,STK
139,012750,KR7012750006,에스원,KOSPI,,59900,1,400,0.67,59900,60000,59300,23379,1395915800,2276150762200,37999178,STK
140,065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,82600,2,-4800,-5.49,86000,86800,82400,424704,35822692900,2270174104800,27483948,KSQ
141,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,96800,2,-400,-0.41,97200,98200,96200,234965,22809289900,2255183480000,23297350,KSQ
142,348370,KR7348370008,엔켐,KOSDAQ,벤처기업부,106200,2,-800,-0.75,106000,109700,101700,387684,40884835000,2249805794400,21184612,KSQ
143,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,121400,1,7000,6.12,115600,123500,113600,272018,32082100100,2230094569800,18369807,KSQ
144,068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,53100,1,600,1.14,52600,53300,51800,184647,9735346300,2209150469700,41603587,KSQ
145,001450,KR7001450006,현대해상,KOSPI,,24700,1,300,1.23,24500,24700,24200,304277,7450412250,2208180000000,89400000,STK
146,000120,KR7000120006,CJ대한통운,KOSPI,,96200,1,900,0.94,96100,97000,94400,73045,7005395100,2194547492800,22812344,STK
147,017800,KR7017800004,현대엘리베이,KOSPI,,55700,2,-500,-0.89,56600,57100,54900,124876,6955653100,2177445844500,39092385,STK
148,204320,KR7204320006,HL만도,KOSPI,,45850,2,-50,-0.11,45800,45850,44800,136644,6194056650,2152983952000,46957120,STK
149,020560,KR7020560009,아시아나항공,KOSPI,,10440,1,80,0.77,10380,10440,10340,119325,1241719060,2150543022840,205990711,STK
150,082740,KR7082740002,한화엔진,KOSPI,,25750,1,1400,5.75,24500,27450,23900,9353347,243408539050,2148763906500,83447142,STK
151,004370,KR7004370003,농심,KOSPI,,352000,1,2000,0.57,352500,356000,348500,21034,7409276000,2141089984000,6082642,STK
152,062040,KR7062040001,산일전기,KOSPI,,70300,1,600,0.86,69700,70600,68200,379898,26496317400,2140297560000,30445200,STK
153,018670,KR7018670000,SK가스,KOSPI,,227500,1,2500,1.11,224500,231500,224500,4779,1091760000,2099880510000,9230244,STK
154,328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,72200,1,5200,7.76,68800,72300,68200,1776629,125136172400,2093456328000,28995240,KSQ
155,041510,KR7041510009,에스엠,KOSDAQ,우량기업부,89200,2,-3100,-3.36,92200,92200,88100,227715,20310572800,2083143528400,23353627,KSQ
156,263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,32400,2,-400,-1.22,32800,33000,32050,153207,4969833650,2081630502000,64247855,KSQ
157,030000,KR7030000004,제일기획,KOSPI,,17910,2,-30,-0.17,17950,17990,17770,94465,1688082710,2060388339750,115041225,STK
158,278470,KR7278470000,에이피알,KOSPI,,55300,1,1500,2.79,53800,56400,53700,876755,48721774100,2059457991500,37241555,STK
159,009420,KR7009420001,한올바이오파마,KOSPI,,38900,1,100,0.26,39250,39450,38250,342467,13263927550,2032160818200,52240638,STK
160,139480,KR7139480008,이마트,KOSPI,,71900,1,400,0.56,72600,72800,71100,143024,10265242800,2004271386100,27875819,STK
161,008930,KR7008930000,한미사이언스,KOSPI,,28800,3,0,0.0,28900,28950,28350,93169,2671450150,1969676640000,68391550,STK
162,000990,KR7000990002,DB하이텍,KOSPI,,44300,1,1800,4.24,43450,44900,42550,726162,31883077500,1966857448400,44398588,STK
163,111770,KR7111770004,영원무역,KOSPI,,43700,2,-600,-1.35,44500,44500,42000,74440,3219827550,1936411151600,44311468,STK
164,051600,KR7051600005,한전KPS,KOSPI,,43000,2,-1050,-2.38,43850,43850,42500,284127,12170970500,1935000000000,45000000,STK
165,257720,KR7257720003,실리콘투,KOSDAQ,벤처기업부,31200,1,250,0.81,30950,31400,30650,604881,18797109100,1908563529600,61171908,KSQ
166,028670,KR7028670008,팬오션,KOSPI,,3515,1,50,1.44,3475,3525,3435,1534524,5366022525,1879011834680,534569512,STK
167,298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,38700,2,-800,-2.03,39150,39700,37650,951741,36464266200,1868511155400,48281942,KSQ
168,002790,KR7002790004,아모레G,KOSPI,,21900,3,0,0.0,22000,22100,21600,85136,1866996950,1805834142000,82458180,STK
169,282330,KR7282330000,BGF리테일,KOSPI,,104100,2,-600,-0.57,105000,105200,102100,39516,4085839700,1799254614600,17283906,STK
170,361610,KR7361610009,SK아이이테크놀로지,KOSPI,,25200,1,850,3.49,24650,25900,24500,307589,7805172950,1796699318400,71297592,STK
171,192820,KR7192820009,코스맥스,KOSPI,,153200,1,800,0.52,154900,155000,151800,37800,5788416800,1738744778800,11349509,STK
172,039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,140800,2,-800,-0.56,143300,145100,140600,120935,17217155900,1734592640000,12319550,KSQ
173,112610,KR7112610001,씨에스윈드,KOSPI,,40850,2,-1000,-2.39,41700,42600,40400,497640,20357398800,1722701812550,42171403,STK
174,042670,KR7042670000,HD현대인프라코어,KOSPI,,8890,2,-200,-2.2,8880,9150,8840,5474638,49173313190,1712710657630,192655867,STK
175,237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,우량기업부,84500,1,100,0.12,84400,84900,83500,124748,10480066900,1702919036000,20152888,KSQ
176,078600,KR7078600004,대주전자재료,KOSDAQ,우량기업부,109800,1,5800,5.58,104900,111800,101600,422717,45766391500,1699769111400,15480593,KSQ
177,023530,KR7023530009,롯데쇼핑,KOSPI,,59100,1,1500,2.6,57800,59900,57500,107263,6340499200,1671865420500,28288755,STK
178,103140,KR7103140000,풍산,KOSPI,,59400,1,3600,6.45,55800,59700,55800,484349,28224007300,1664642113200,28024278,STK
179,005070,KR7005070008,코스모신소재,KOSPI,,50900,1,1250,2.52,49200,52400,47950,661123,33058940100,1654797480400,32510756,STK
180,139130,KR7139130009,DGB금융지주,KOSPI,,9760,1,150,1.56,9700,9780,9620,542135,5274888730,1650863330080,169145833,STK
181,003690,KR7003690005,코리안리,KOSPI,,8340,1,180,2.21,8160,8380,8140,252326,2083183870,1624807398540,194821031,STK
182,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,34200,1,350,1.03,34550,35150,34100,824819,28551047100,1616576578200,47268321,KSQ
183,204270,KR7204270003,제이앤티씨,KOSDAQ,중견기업부,27850,1,300,1.09,28050,29400,26750,4046407,113555585800,1611079778100,57848466,KSQ
184,095340,KR7095340006,ISC,KOSDAQ,우량기업부,75500,1,1100,1.48,75000,77200,75000,169302,12895975400,1600377879000,21197058,KSQ
185,006360,KR7006360002,GS건설,KOSPI,,18700,2,-10,-0.05,18690,18770,18460,346319,6437155370,1600373863000,85581490,STK
186,069620,KR7069620003,대웅제약,KOSPI,,136600,1,4700,3.56,133700,137800,132000,54267,7356210000,1582726145000,11586575,STK
187,006280,KR7006280002,녹십자,KOSPI,,135200,1,500,0.37,135500,137000,134400,49303,6678554400,1580019937600,11686538,STK
188,089030,KR7089030001,테크윙,KOSDAQ,우량기업부,42250,1,150,0.36,42350,43750,42200,517997,22182492300,1578191501250,37353645,KSQ
189,007310,KR7007310006,오뚜기,KOSPI,,387500,1,4000,1.04,388000,388000,384000,2694,1040687500,1553034125000,4007830,STK
190,008770,KR7008770000,호텔신라,KOSPI,,39550,2,-100,-0.25,39650,39700,39000,54259,2138448300,1552263185550,39248121,STK
191,214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,28500,2,-300,-1.04,28800,29300,28200,90357,2590321300,1530877500000,53715000,KSQ
192,140860,KR7140860008,파크시스템스,KOSDAQ,우량기업부,218500,2,-3500,-1.58,223500,226000,217500,31978,7022197000,1526785574500,6987577,KSQ
193,103590,KR7103590006,일진전기,KOSPI,,31750,1,350,1.11,31400,32450,30250,1486450,46892504300,1514011132500,47685390,STK
194,000240,KR7000240002,한국앤컴퍼니,KOSPI,,15820,3,0,0.0,15820,15870,15710,38757,613284260,1501875496800,94935240,STK
195,047040,KR7047040001,대우건설,KOSPI,,3580,2,-15,-0.42,3595,3605,3560,720912,2578756515,1487929044040,415622638,STK
196,357780,KR7357780006,솔브레인,KOSDAQ,우량기업부,189700,1,1500,0.8,189800,191700,186500,24589,4663459600,1475593970200,7778566,KSQ
197,073240,KR7073240004,금호타이어,KOSPI,,5070,1,10,0.2,5100,5110,5010,264346,1332272520,1456409655090,287260287,STK
