,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
45,323410,KR7323410001,카카오뱅크,KOSPI,,20950,3,0,0.0,21050,21100,20800,338233,7094979800,9992492945150,476968637,STK
46,086280,KR7086280005,현대글로비스,KOSPI,,133100,1,5200,4.07,128700,133300,127500,230656,30248592800,9982500000000,75000000,STK
47,018260,KR7018260000,삼성에스디에스,KOSPI,,126100,1,2900,2.35,123400,126900,122800,150096,18764892400,9757340580000,77377800,STK
48,009150,KR7009150004,삼성전기,KOSPI,,130500,1,4000,3.16,127700,130800,126000,310530,39959154800,9747527328000,74693696,STK
49,352820,KR7352820005,하이브,KOSPI,,220000,1,2000,0.92,218500,221500,215000,148022,32217237000,9163461340000,41652097,STK
50,003490,KR7003490000,대한항공,KOSPI,,24050,3,0,0.0,24200,24250,23900,878101,21122252100,8855706897050,368220661,STK
51,443060,KR7443060009,HD현대마린솔루션,KOSPI,,197000,1,9800,5.24,187900,199600,187900,223742,43724081500,8831354370000,44829210,STK
52,326030,KR7326030004,SK바이오팜,KOSPI,,108800,1,1100,1.02,109200,111700,108200,231436,25474182100,8520481600000,78313250,STK
53,047050,KR7047050000,포스코인터내셔널,KOSPI,,43300,1,800,1.88,42900,43600,42600,340340,14725544700,7617456720400,175922788,STK
54,090430,KR7090430000,아모레퍼시픽,KOSPI,,125500,1,2600,2.12,124400,127500,123700,324329,40872967300,7340841254500,58492759,STK
55,010950,KR7010950004,S-Oil,KOSPI,,61300,3,0,0.0,61300,62400,60500,170260,10489971000,6901325149600,112582792,STK
56,267250,KR7267250009,HD현대,KOSPI,,84400,2,-500,-0.59,85600,85700,84300,107104,9078849700,6667016374000,78993085,STK
57,011790,KR7011790003,SKC,KOSPI,,171400,1,900,0.53,174000,177500,169800,675561,116204130200,6490626277200,37868298,STK
58,005830,KR7005830005,DB손해보험,KOSPI,,91600,2,-1700,-1.82,93700,94000,90300,217886,19904967100,6485280000000,70800000,STK
59,010120,KR7010120004,LS ELECTRIC,KOSPI,,214500,1,7500,3.62,210500,218000,210500,704423,151371176500,6435000000000,30000000,STK
60,064350,KR7064350002,현대로템,KOSPI,,57700,2,-100,-0.17,58200,58300,56500,1051859,60324108100,6297510306100,109142293,STK
61,021240,KR7021240007,코웨이,KOSPI,,79900,2,-600,-0.75,80900,81400,79500,159111,12763436400,5896589558100,73799619,STK
62,005387,KR7005382007,현대차2우B,KOSPI,,159900,1,300,0.19,160000,160900,159400,95058,15216236160,5717926620900,35759391,STK
63,180640,KR7180640005,한진칼,KOSPI,,81700,1,1800,2.25,81400,82400,79500,32955,2672379500,5454478194300,66762279,STK
64,003230,KR7003230000,삼양식품,KOSPI,,719000,2,-6000,-0.83,728000,730000,713000,61407,44153726000,5416237785000,7533015,STK
65,010620,KR7010620003,HD현대미포,KOSPI,,135000,2,-6800,-4.8,141800,141800,134700,720962,99479053200,5392190115000,39942149,STK
66,000150,KR7000150003,두산,KOSPI,,325500,1,29500,9.97,303500,327500,302500,204624,65048748500,5378508292500,16523835,STK
67,047810,KR7047810007,한국항공우주,KOSPI,,53600,2,-600,-1.11,54700,55000,53200,613305,32980890600,5224665735200,97475107,STK
68,450080,KR7450080007,에코프로머티,KOSPI,,73900,1,1100,1.51,74200,75300,72900,386513,28659677000,5153680175200,69738568,STK
69,088980,KR7088980008,맥쿼리인프라,KOSPI,,10500,2,-20,-0.19,10510,10550,10470,673125,7065327290,5028680926500,478921993,STK
70,241560,KR7241560002,두산밥캣,KOSPI,,49500,1,4000,8.79,45850,49900,45700,1420862,68917939550,4962333717000,100249166,STK
71,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,39900,3,0,0.0,40200,40250,39550,189346,7538274100,4942615253100,123875069,STK
72,272210,KR7272210006,한화시스템,KOSPI,,25700,2,-350,-1.34,26350,26650,25700,3226803,84279655650,4855228297300,188919389,STK
73,079550,KR7079550000,LIG넥스원,KOSPI,,219500,1,2500,1.15,220000,221500,217000,220293,48424397500,4829000000000,22000000,STK
74,006800,KR7006800007,미래에셋증권,KOSPI,,8220,1,40,0.49,8260,8290,8200,410494,3387426470,4811300873760,585316408,STK
75,298040,KR7298040007,효성중공업,KOSPI,,506000,1,40000,8.58,479000,515000,478000,149580,75326064000,4718221288000,9324548,STK
76,051900,KR7051900009,LG생활건강,KOSPI,,301000,1,3500,1.18,299000,302500,299000,38083,11457778500,4701077297000,15618197,STK
77,005940,KR7005940002,NH투자증권,KOSPI,,14250,1,50,0.35,14290,14320,14150,442525,6305710630,4666765260750,327492299,STK
78,029780,KR7029780004,삼성카드,KOSPI,,40150,2,-100,-0.25,40500,40650,40150,20827,838237650,4651734473650,115858891,STK
79,034220,KR7034220004,LG디스플레이,KOSPI,,9160,1,210,2.35,9030,9220,8980,1650037,15096174300,4580000000000,500000000,STK
80,032640,KR7032640005,LG유플러스,KOSPI,,9910,2,-80,-0.8,10010,10030,9890,957529,9511902532,4326818587510,436611361,STK
81,454910,KR7454910001,두산로보틱스,KOSPI,,66100,3,0,0.0,67100,67200,64900,448886,29648877800,4284600678000,64819980,STK
82,071050,KR7071050009,한국금융지주,KOSPI,,76800,2,-100,-0.13,77400,77700,76700,100496,7756594400,4279756185600,55725992,STK
83,016360,KR7016360000,삼성증권,KOSPI,,44700,1,500,1.13,44500,45000,44200,355418,15882409800,3991710000000,89300000,STK
84,302440,KR7302440003,SK바이오사이언스,KOSPI,,50500,2,-100,-0.2,50800,51100,50200,80434,4069387700,3956538296500,78347293,STK
85,251270,KR7251270005,넷마블,KOSPI,,45850,2,-500,-1.08,46650,47000,45200,180958,8315245450,3940968066700,85953502,STK
86,036570,KR7036570000,엔씨소프트,KOSPI,,177300,2,-400,-0.23,178300,179900,176800,53312,9469696700,3892448100600,21954022,STK
87,271560,KR7271560005,오리온,KOSPI,,98400,2,-100,-0.1,99200,99200,98000,56004,5516106600,3890355388800,39536132,STK
88,006260,KR7006260004,LS,KOSPI,,120300,1,5800,5.07,115700,122300,115700,404606,48292471600,3873660000000,32200000,STK
89,138930,KR7138930003,BNK금융지주,KOSPI,,11960,1,280,2.4,11810,12050,11710,1575256,18885445520,3832423254920,320436727,STK
90,307950,KR7307950006,현대오토에버,KOSPI,,139700,1,1100,0.79,138400,140300,137200,38000,5276874500,3831130285400,27423982,STK
91,011070,KR7011070000,LG이노텍,KOSPI,,161200,3,0,0.0,160100,162400,159000,144590,23265555800,3815137648400,23667107,STK
92,175330,KR7175330000,JB금융지주,KOSPI,,19460,1,180,0.93,19500,19710,19210,389781,7636478220,3796319033080,195083198,STK
93,005385,KR7005381009,현대차우,KOSPI,,155800,1,1000,0.65,154800,156400,154500,39894,6201858500,3719255730400,23871988,STK
94,097950,KR7097950000,CJ제일제당,KOSPI,,241500,2,-500,-0.21,243500,244000,240500,41155,9934304000,3635585919000,15054186,STK
95,028050,KR7028050003,삼성E&A,KOSPI,,18520,2,-290,-1.54,18720,18850,18430,1043759,19401785090,3629920000000,196000000,STK
96,035250,KR7035250000,강원랜드,KOSPI,,16760,2,-90,-0.53,16960,17010,16750,349507,5884190030,3585642780000,213940500,STK
97,078930,KR7078930005,GS,KOSPI,,38550,1,400,1.05,38400,38700,38100,269516,10350675850,3581887821900,92915378,STK
98,462870,KR7462870007,시프트업,KOSPI,,60500,2,-700,-1.14,61600,62700,60200,153497,9443654000,3529250560000,58334720,STK
99,377300,KR7377300009,카카오페이,KOSPI,,25550,2,-50,-0.2,25800,25850,25450,133001,3405831350,3439917632550,134634741,STK
100,009830,KR7009830001,한화솔루션,KOSPI,,19790,1,440,2.27,19300,20200,19060,2555818,50310053410,3401753287440,171892536,STK
101,036460,KR7036460004,한국가스공사,KOSPI,,36700,1,250,0.69,36550,37250,36450,464903,17129351350,3387887100000,92313000,STK
102,066970,KR7066970005,엘앤에프,KOSPI,,90800,1,2800,3.18,88000,93700,86800,431646,39248965600,3295783399200,36297174,STK
103,128940,KR7128940004,한미약품,KOSPI,,253000,2,-1500,-0.59,256000,257500,250500,41750,10578553912,3241180723000,12810991,STK
104,000720,KR7000720003,현대건설,KOSPI,,28450,1,2350,9.0,26200,28450,25850,3227902,89312377650,3168071514250,111355765,STK
105,039490,KR7039490008,키움증권,KOSPI,,124000,1,300,0.24,124100,125100,122500,158737,19694364487,3165311544000,25526706,STK
106,004020,KR7004020004,현대제철,KOSPI,,22850,1,450,2.01,22600,23300,21950,704735,15942697150,3049236187250,133445785,STK
107,022100,KR7022100002,포스코DX,KOSPI,,19410,1,160,0.83,19340,20100,19250,743123,14574135430,2950994089890,152034729,STK
108,011780,KR7011780004,금호석유,KOSPI,,106300,2,-3400,-3.1,109100,109900,106100,212101,22700902700,2905666598100,27334587,STK
109,018880,KR7018880005,한온시스템,KOSPI,,4265,1,20,0.47,4285,4315,4240,820456,3510289450,2894922284280,678762552,STK
110,001040,KR7001040005,CJ,KOSPI,,96200,2,-2000,-2.04,98600,99200,95500,87863,8472217000,2806827207600,29176998,STK
111,001440,KR7001440007,대한전선,KOSPI,,13970,1,190,1.38,13890,14130,13790,3066182,42918466370,2604668781000,186447300,STK
112,052690,KR7052690005,한전기술,KOSPI,,67900,1,900,1.34,67600,69100,67200,283305,19302185900,2595138000000,38220000,STK
113,011170,KR7011170008,롯데케미칼,KOSPI,,59100,1,400,0.68,59300,59400,57800,82580,4847611100,2528027262900,42775419,STK
114,081660,KR7081660003,휠라홀딩스,KOSPI,,41250,2,-50,-0.12,41500,41650,41100,106340,4393125650,2478953358750,60095839,STK
115,383220,KR7383220001,F&F,KOSPI,,62100,2,-1200,-1.9,64100,64100,61500,66119,4124903800,2378869357500,38307075,STK
116,026960,KR7026960005,동서,KOSPI,,23600,2,-950,-3.87,24850,24900,23600,122403,2926568100,2352920000000,99700000,STK
117,000880,KR7000880005,한화,KOSPI,,31150,1,1850,6.31,29450,31150,29200,589656,18051088800,2334964595250,74958735,STK
118,012750,KR7012750006,에스원,KOSPI,,60100,2,-1100,-1.8,61800,61800,60100,29507,1790519800,2283750597800,37999178,STK
119,002380,KR7002380004,KCC,KOSPI,,250500,2,-1000,-0.4,252500,255500,248500,21835,5485528000,2226060985500,8886471,STK
120,001450,KR7001450006,현대해상,KOSPI,,24750,2,-400,-1.59,25300,25400,24650,324478,8042343800,2212650000000,89400000,STK
121,062040,KR7062040001,산일전기,KOSPI,,72500,1,1200,1.68,72400,73900,70700,904955,65482554400,2207277000000,30445200,STK
122,004990,KR7004990008,롯데지주,KOSPI,,20950,1,100,0.48,21000,21000,20800,48252,1008998650,2197848515150,104909237,STK
123,020560,KR7020560009,아시아나항공,KOSPI,,10560,3,0,0.0,10650,10650,10490,96815,1021880420,2175261908160,205990711,STK
124,088350,KR7088350004,한화생명,KOSPI,,2490,2,-25,-0.99,2530,2535,2480,1001552,2503069190,2162639700000,868530000,STK
125,009420,KR7009420001,한올바이오파마,KOSPI,,40200,1,250,0.63,40500,41100,40050,375286,15191275200,2100073647600,52240638,STK
126,051600,KR7051600005,한전KPS,KOSPI,,46550,1,800,1.75,45900,47150,45800,272742,12680705750,2094750000000,45000000,STK
127,204320,KR7204320006,HL만도,KOSPI,,44000,2,-850,-1.9,45150,45200,44000,103139,4564349750,2066113280000,46957120,STK
128,017800,KR7017800004,현대엘리베이,KOSPI,,52700,1,1700,3.33,50900,53200,50700,251940,13212312100,2060168689500,39092385,STK
129,004370,KR7004370003,농심,KOSPI,,336000,2,-5000,-1.47,342500,343000,335000,29190,9846435500,2043767712000,6082642,STK
130,018670,KR7018670000,SK가스,KOSPI,,218500,2,-5000,-2.24,224500,225500,218500,6068,1337046500,2016808314000,9230244,STK
131,002790,KR7002790004,아모레G,KOSPI,,24200,1,200,0.83,24300,24600,23950,122489,2973524550,1995487956000,82458180,STK
132,007660,KR7007660004,이수페타시스,KOSPI,,31450,1,1400,4.66,29900,31750,29600,4708857,145755579350,1989099877550,63246419,STK
133,008930,KR7008930000,한미사이언스,KOSPI,,28750,2,-100,-0.35,29100,29300,28750,91140,2633385400,1966257062500,68391550,STK
134,030000,KR7030000004,제일기획,KOSPI,,16990,1,100,0.59,16960,17100,16900,190430,3240482620,1954550412750,115041225,STK
135,082740,KR7082740002,한화엔진,KOSPI,,23300,2,-950,-3.92,24450,24650,23200,2780017,66680822500,1944318408600,83447142,STK
136,012510,KR7012510004,더존비즈온,KOSPI,,63600,1,5500,9.47,58700,64500,58500,634194,39655047900,1932345062400,30382784,STK
137,278470,KR7278470000,에이피알,KOSPI,,49700,1,150,0.3,49600,50400,49500,243650,12169465650,1894856733000,38125890,STK
138,192820,KR7192820009,코스맥스,KOSPI,,166900,2,-1300,-0.77,171400,172900,166900,81768,13767879300,1894233052100,11349509,STK
139,000120,KR7000120006,CJ대한통운,KOSPI,,81200,1,800,1.0,80700,81400,80200,39788,3216668400,1852362332800,22812344,STK
140,028670,KR7028670008,팬오션,KOSPI,,3400,3,0,0.0,3410,3435,3345,1234871,4168675555,1817536340800,534569512,STK
141,139480,KR7139480008,이마트,KOSPI,,65000,2,-500,-0.76,66000,66500,65000,145627,9595246000,1811928235000,27875819,STK
142,111770,KR7111770004,영원무역,KOSPI,,40850,2,-50,-0.12,41250,41350,40500,31742,1300328700,1810123467800,44311468,STK
143,005070,KR7005070008,코스모신소재,KOSPI,,55500,1,1500,2.78,54600,56000,53800,433704,23872821000,1804346958000,32510756,STK
144,282330,KR7282330000,BGF리테일,KOSPI,,102600,2,-3000,-2.84,106000,106300,102300,34007,3521255400,1773328755600,17283906,STK
145,112610,KR7112610001,씨에스윈드,KOSPI,,41700,1,600,1.46,40750,42700,40700,467625,19624259200,1758547505100,42171403,STK
146,489790,KR7489790006,한화비전,KOSPI,,34550,1,500,1.47,34000,35600,33950,1891052,65940278150,1744373874500,50488390,STK
147,361610,KR7361610009,SK아이이테크놀로지,KOSPI,,24150,1,550,2.33,23850,24250,23450,163214,3912736150,1721836846800,71297592,STK
148,006280,KR7006280002,녹십자,KOSPI,,144500,2,-1100,-0.76,146100,147700,144500,41920,6092630300,1688704741000,11686538,STK
149,069620,KR7069620003,대웅제약,KOSPI,,140900,1,9600,7.31,136200,143000,135200,119745,16759712500,1632548417500,11586575,STK
150,000240,KR7000240002,한국앤컴퍼니,KOSPI,,16750,1,70,0.42,16740,16750,16510,45066,749731410,1590165270000,94935240,STK
151,103590,KR7103590006,일진전기,KOSPI,,33000,1,2700,8.91,30550,34500,30550,4842888,161378860450,1573617870000,47685390,STK
152,003690,KR7003690005,코리안리,KOSPI,,8000,2,-100,-1.23,8100,8160,7970,255796,2056975130,1558568248000,194821031,STK
153,103140,KR7103140000,풍산,KOSPI,,55600,1,700,1.28,55500,56100,55000,140235,7796027500,1558149856800,28024278,STK
154,139130,KR7139130009,DGB금융지주,KOSPI,,9150,1,100,1.1,9100,9190,9020,816194,7452140320,1547684371950,169145833,STK
155,007310,KR7007310006,오뚜기,KOSPI,,384500,3,0,0.0,387000,387500,383500,2069,795660500,1541010635000,4007830,STK
156,023530,KR7023530009,롯데쇼핑,KOSPI,,54400,1,800,1.49,53800,54600,53500,40681,2201033300,1538908272000,28288755,STK
157,008770,KR7008770000,호텔신라,KOSPI,,39100,2,-200,-0.51,39650,39650,39100,58830,2307823500,1534601531100,39248121,STK
158,042670,KR7042670000,HD현대인프라코어,KOSPI,,7960,1,660,9.04,7370,8080,7310,7188392,56349511180,1533540701320,192655867,STK
159,000990,KR7000990002,DB하이텍,KOSPI,,34450,1,300,0.88,34150,34550,33650,156391,5342433300,1529531356600,44398588,STK
160,010060,KR7010060002,OCI홀딩스,KOSPI,,78900,2,-700,-0.88,79300,80100,76200,121409,9476687300,1509148151700,19127353,STK
161,006360,KR7006360002,GS건설,KOSPI,,17470,1,510,3.01,17020,17640,16800,721204,12463504380,1495108630300,85581490,STK
162,009450,KR7009450008,경동나비엔,KOSPI,,101500,2,-3600,-3.43,105900,105900,100100,106412,10843324000,1478712088000,14568592,STK
163,005850,KR7005850003,에스엘,KOSPI,,31600,2,-300,-0.94,32200,32200,30900,70243,2203508300,1467773232000,46448520,STK
164,161890,KR7161890009,한국콜마,KOSPI,,62000,2,-400,-0.64,62400,62600,61700,158849,9867260300,1463514774000,23605077,STK
165,229640,KR7229640008,LS에코에너지,KOSPI,,46500,1,300,0.65,46750,47150,46050,892754,41639588950,1424056873500,30624879,STK
166,137310,KR7137310009,에스디바이오센서,KOSPI,,11310,2,-450,-3.83,11900,11950,11310,214109,2487530850,1407838862430,124477353,STK
167,073240,KR7073240004,금호타이어,KOSPI,,4840,1,15,0.31,4850,4870,4790,398108,1926674480,1390339789080,287260287,STK
168,006040,KR7006040000,동원산업,KOSPI,,34650,2,-650,-1.84,35200,35650,34250,23068,803800150,1372974510600,39624084,STK
169,000080,KR7000080002,하이트진로,KOSPI,,19090,2,-10,-0.05,19170,19260,19030,105622,2017988150,1338850633990,70133611,STK
170,047040,KR7047040001,대우건설,KOSPI,,3205,1,60,1.91,3160,3245,3130,1472893,4695847550,1332070554790,415622638,STK
171,267270,KR7267270007,HD현대건설기계,KOSPI,,72700,1,6900,10.49,66100,74100,65500,857706,60945611300,1330816102200,18305586,STK
172,007070,KR7007070006,GS리테일,KOSPI,,15830,2,-170,-1.06,16110,16110,15790,162193,2574695500,1323505379450,83607415,STK
173,395400,KR7395400005,SK리츠,KOSPI,,4850,2,-20,-0.41,4950,4950,4850,203794,998324830,1323025971000,272788860,STK
174,004170,KR7004170007,신세계,KOSPI,,132600,2,-900,-0.67,134900,134900,132600,14641,1947648200,1305471000600,9845181,STK
175,001720,KR7001720002,신영증권,KOSPI,,76300,1,400,0.53,75900,76500,75400,3767,285633700,1254372000000,16440000,STK
176,001570,KR7001570001,금양,KOSPI,,19400,2,-500,-2.51,19710,20100,19000,1708913,33444623860,1240963602400,63967196,STK
177,003090,KR7003090008,대웅,KOSPI,,21100,1,600,2.93,20700,21400,20700,41524,877902150,1226795778000,58141980,STK
178,375500,KR7375500006,DL이앤씨,KOSPI,,31700,1,1100,3.59,30700,31900,30500,170995,5348567450,1226587849100,38693623,STK
179,185750,KR7185750007,종근당,KOSPI,,88800,2,-700,-0.78,89500,90300,88800,19520,1737370300,1225686864000,13802780,STK
180,007340,KR7007340003,DN오토모티브,KOSPI,,20400,3,0,0.0,20350,20500,20150,44049,894103850,1204943646000,59065865,STK
181,004490,KR7004490009,세방전지,KOSPI,,84700,1,100,0.12,84600,84700,82500,67455,5626410100,1185800000000,14000000,STK
182,051915,KR7051911006,LG화학우,KOSPI,,153000,2,-500,-0.33,153500,155400,152800,20740,3190793100,1176386400000,7688800,STK
183,014820,KR7014820005,동원시스템즈,KOSPI,,39850,2,-50,-0.13,40150,40400,39500,13546,540545350,1155302587700,28991282,STK
184,014680,KR7014680003,한솔케미칼,KOSPI,,99000,3,0,0.0,100400,100400,97100,28183,2780214200,1122184305000,11335195,STK
185,336260,KR7336260005,두산퓨얼셀,KOSPI,,17110,2,-110,-0.64,17350,17730,17110,168511,2918519290,1120597651860,65493726,STK
186,020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,,24250,1,50,0.21,24200,24650,23800,87165,2112178700,1118187748750,46110835,STK
187,069960,KR7069960003,현대백화점,KOSPI,,49200,1,200,0.41,49500,49800,48700,51069,2514689150,1113337599600,22628813,STK
188,192080,KR7192080000,더블유게임즈,KOSPI,,51700,3,0,0.0,51900,51900,50800,42852,2205895700,1111338340200,21495906,STK
189,294870,KR7294870001,HDC현대산업개발,KOSPI,,16860,1,420,2.55,16450,17080,16010,662362,10927409170,1111197583800,65907330,STK
190,009240,KR7009240003,한샘,KOSPI,,46900,2,-150,-0.32,47300,47500,46850,18785,883647000,1103741223200,23533928,STK
191,009970,KR7009970005,영원무역홀딩스,KOSPI,,80800,2,-900,-1.1,82700,83000,80800,7199,585343400,1101755833600,13635592,STK
192,011210,KR7011210002,현대위아,KOSPI,,40050,2,-200,-0.5,40550,40600,39750,47758,1913300250,1089163074150,27195083,STK
193,300720,KR7300720000,한일시멘트,KOSPI,,15550,2,-90,-0.58,15690,15740,15400,59461,926903610,1077016947000,69261540,STK
194,001530,KR7001530005,DI동일,KOSPI,,49700,2,-100,-0.2,49300,49800,49200,44903,2225982300,1065236103400,21433322,STK
195,457190,KR7457190007,이수스페셜티케미컬,KOSPI,,34850,2,-350,-0.99,35300,35800,34800,213723,7528012450,1052758558000,30208280,STK
196,004000,KR7004000006,롯데정밀화학,KOSPI,,40350,2,-500,-1.22,41150,41200,40000,33591,1354792350,1041030000000,25800000,STK
197,108320,KR7108320003,LX세미콘,KOSPI,,62800,1,100,0.16,62700,63200,62100,28647,1795142100,1021398040000,16264300,STK
198,298020,KR7298020009,효성티앤씨,KOSPI,,234500,1,7500,3.3,228000,237000,224500,22969,5327715000,1014841429000,4327682,STK
199,089860,KR7089860001,롯데렌탈,KOSPI,,27800,1,150,0.54,27650,27900,27400,26142,721972600,1009400986400,36309388,STK
200,001120,KR7001120005,LX인터내셔널,KOSPI,,25500,1,150,0.59,25550,25900,25450,179240,4595999600,988380000000,38760000,STK
201,005300,KR7005300009,롯데칠성,KOSPI,,104400,2,-300,-0.29,104800,104900,103600,9316,968534700,968715489600,9278884,STK
202,280360,KR7280360009,롯데웰푸드,KOSPI,,102600,2,-1000,-0.97,103700,104100,102400,7996,822513600,967987292400,9434574,STK
203,365550,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4530,1,10,0.22,4525,4580,4500,140282,638566735,965293170000,213089000,STK
